# time_iso,lat_deg,lon_deg,alt_m,he_#/m3,o_#/m3,n2_#/m3,o2_#/m3,ar_#/m3,h_#/m3,n_#/m3,mass_kg_m3,texo_k,talt_k
2025-08-17T00:01:00,0.0,0.0,250000.0,4980808400000.0,1057511900000000.0,319676200000000.0,11719447000000.0,114935720000.0,180631130000.0,11228049000000.0,4.3890943e-11,850.4156,850.4156
2025-08-17T00:01:00,0.0,0.0,300000.0,3821673000000.0,381245320000000.0,53986950000000.0,1534061800000.0,9131770000.0,162027000000.0,4715935400000.0,1.2857573e-11,859.25415,859.25415
2025-08-17T00:01:00,0.0,0.0,350000.0,2975963300000.0,141408930000000.0,9526262000000.0,211497940000.0,770279400.0,151079600000.0,1983944600000.0,4.2774924e-12,861.35144,861.35144
2025-08-17T00:01:00,0.0,0.0,400000.0,2331638800000.0,53393680000000.0,1731828300000.0,30169876000.0,67747990.0,141946100000.0,845890850000.0,1.5361412e-12,861.85986,861.85986
2025-08-17T00:01:00,0.0,0.0,450000.0,1834424600000.0,20467547000000.0,323172630000.0,4433921000.0,6183652.5,133649900000.0,365393400000.0,5.80025e-13,861.9857,861.9857
2025-08-17T00:01:00,0.0,0.0,500000.0,1448512800000.0,7958334000000.0,61823046000.0,670374660.0,584733.75,125979600000.0,159812780000.0,2.280009e-13,862.0175,862.0175
2025-08-17T00:01:00,0.0,0.0,550000.0,1147762200000.0,3137379000000.0,12115515000.0,104186500.0,57226.98,118857670000.0,70746660000.0,9.350584e-14,862.02576,862.02576
2025-08-17T00:01:00,0.0,0.0,600000.0,912525400000.0,1253590200000.0,2430883000.0,16633796.0,5792.061,112234170000.0,31689613000.0,4.0515724e-14,862.0279,862.0279
2025-08-17T00:02:00,0.0,0.0,150000.0,12310252000000.0,1.3046545e+16,2.1542074e+16,1786444800000000.0,43744640000000.0,841652700000.0,10145816000000.0,1.4468401e-09,644.8494,644.8494
2025-08-17T00:02:00,0.0,0.0,200000.0,6868152000000.0,3163650000000000.0,2108387800000000.0,103444400000000.0,1665666300000.0,249387090000.0,22512499000000.0,1.8830397e-10,812.40564,812.40564
2025-08-17T00:02:00,0.0,0.0,250000.0,4984187000000.0,1057631000000000.0,320348560000000.0,11725608000000.0,114799570000.0,180826230000.0,11222829000000.0,4.3925603e-11,850.4034,850.4034
2025-08-17T00:02:00,0.0,0.0,300000.0,3824367400000.0,381286800000000.0,54098846000000.0,1534803700000.0,9120308000.0,162207900000.0,4713760700000.0,1.2863885e-11,859.2156,859.2156
2025-08-17T00:02:00,0.0,0.0,350000.0,2978061700000.0,141418660000000.0,9545279000000.0,211580900000.0,769223200.0,151249730000.0,1982965500000.0,4.2786313e-12,861.3045,861.3045
2025-08-17T00:02:00,0.0,0.0,400000.0,2333250000000.0,53394650000000.0,1735124800000.0,30178458000.0,67645870.0,142105790000.0,845433900000.0,1.5363212e-12,861.8104,861.8104
2025-08-17T00:02:00,0.0,0.0,450000.0,1835669000000.0,20466842000000.0,323757200000.0,4434704000.0,6173512.5,133799870000.0,365178950000.0,5.8003705e-13,861.9355,861.9355
2025-08-17T00:02:00,0.0,0.0,500000.0,1449476500000.0,7957592000000.0,61928750000.0,670417700.0,583689.8,126120760000.0,159711380000.0,2.2799037e-13,861.9671,861.9671
2025-08-17T00:02:00,0.0,0.0,550000.0,1148508400000.0,3136919400000.0,12135098000.0,104181670.0,57117.31,118990650000.0,70698290000.0,9.349859e-14,861.9752,861.9752
2025-08-17T00:02:00,0.0,0.0,600000.0,913106500000.0,1253342000000.0,2434584600.0,16631249.0,5780.199,112359090000.0,31666493000.0,4.0512834e-14,861.97736,861.97736
2025-08-17T00:03:00,0.0,0.0,150000.0,12311899000000.0,1.3039847e+16,2.1570288e+16,1786834000000000.0,43703456000000.0,841930200000.0,10134311000000.0,1.4479923e-09,645.0702,645.0702
2025-08-17T00:03:00,0.0,0.0,200000.0,6871976500000.0,3163598800000000.0,2112553500000000.0,103491930000000.0,1663703400000.0,249615270000.0,22498968000000.0,1.8849848e-10,812.4689,812.4689
2025-08-17T00:03:00,0.0,0.0,250000.0,4987581600000.0,1057743140000000.0,321026900000000.0,11731851000000.0,114665200000.0,181020720000.0,11217498000000.0,4.3960363e-11,850.3915,850.3915
2025-08-17T00:03:00,0.0,0.0,300000.0,3827067500000.0,381325800000000.0,54211954000000.0,1535562100000.0,9109061000.0,162388870000.0,4711531000000.0,1.2870189e-11,859.1773,859.1773
2025-08-17T00:03:00,0.0,0.0,350000.0,2980153400000.0,141427450000000.0,9564471000000.0,211666100000.0,768183700.0,151419940000.0,1981959500000.0,4.279753e-12,861.2579,861.2579
2025-08-17T00:03:00,0.0,0.0,400000.0,2334868400000.0,53395080000000.0,1738456200000.0,30187416000.0,67545640.0,142265580000.0,844967200000.0,1.5364882e-12,861.7612,861.7612
2025-08-17T00:03:00,0.0,0.0,450000.0,1836919600000.0,20465855000000.0,324348120000.0,4435542000.0,6163512.0,133949940000.0,364960300000.0,5.800418e-13,861.88556,861.88556
2025-08-17T00:03:00,0.0,0.0,500000.0,1450445000000.0,7956815000000.0,62035886000.0,670470400.0,582665.6,126261760000.0,159608180000.0,2.2797899e-13,861.91693,861.91693
2025-08-17T00:03:00,0.0,0.0,550000.0,1149260500000.0,3136433700000.0,12154885000.0,104178530.0,57009.14,119123220000.0,70649240000.0,9.3490686e-14,861.92505,861.92505
2025-08-17T00:03:00,0.0,0.0,600000.0,913694000000.0,1253083400000.0,2438331400.0,16629006.0,5768.472,112484065000.0,31642958000.0,4.05097e-14,861.9271,861.9271
2025-08-17T00:04:00,0.0,0.0,150000.0,12313389000000.0,1.3033205e+16,2.1598671e+16,1787248000000000.0,43662587000000.0,842196600000.0,10122609000000.0,1.4491551e-09,645.29224,645.29224
2025-08-17T00:04:00,0.0,0.0,200000.0,6875734000000.0,3163574400000000.0,2116750600000000.0,103540610000000.0,1661758200000.0,249840100000.0,22485133000000.0,1.8869525e-10,812.53284,812.53284
2025-08-17T00:04:00,0.0,0.0,250000.0,4990911000000.0,1057856500000000.0,321709000000000.0,11738292000000.0,114532050000.0,181213220000.0,11212015000000.0,4.399533e-11,850.38025,850.38025
2025-08-17T00:04:00,0.0,0.0,300000.0,3829725000000.0,381366760000000.0,54325913000000.0,1536338200000.0,9097911000.0,162568400000.0,4709247000000.0,1.28765835e-11,859.1396,859.1396
2025-08-17T00:04:00,0.0,0.0,350000.0,2982217000000.0,141437000000000.0,9583825000000.0,211754480000.0,767155700.0,151588500000.0,1980930900000.0,4.2809016e-12,861.2118,861.2118
2025-08-17T00:04:00,0.0,0.0,400000.0,2336465400000.0,53395980000000.0,1741809800000.0,30196828000.0,67446310.0,142424110000.0,844492440000.0,1.5366685e-12,861.71265,861.71265
2025-08-17T00:04:00,0.0,0.0,450000.0,1838149300000.0,20465123000000.0,324943100000.0,4436437000.0,6153619.5,134099034000.0,364737400000.0,5.8005326e-13,861.8363,861.8363
2025-08-17T00:04:00,0.0,0.0,500000.0,1451394300000.0,7956093000000.0,62143890000.0,670535600.0,581652.94,126401855000.0,159503140000.0,2.2796893e-13,861.86743,861.86743
2025-08-17T00:04:00,0.0,0.0,550000.0,1149999600000.0,3135988000000.0,12174934000.0,104177550.0,56902.582,119254730000.0,70599655000.0,9.3483753e-14,861.8754,861.8754
2025-08-17T00:04:00,0.0,0.0,600000.0,914267640000.0,1252833800000.0,2442120200.0,16627009.0,5756.9214,112608035000.0,31619303000.0,4.050671e-14,861.8775,861.8775
2025-08-17T00:05:00,0.0,0.0,150000.0,12314837000000.0,1.3026416e+16,2.162706e+16,1787645800000000.0,43621517000000.0,842466100000.0,10110770000000.0,1.4503134e-09,645.5154,645.5154
2025-08-17T00:05:00,0.0,0.0,200000.0,6879478500000.0,3163517500000000.0,2120955200000000.0,103588890000000.0,1659821100000.0,250066320000.0,22470992000000.0,1.8889146e-10,812.59717,812.59717
2025-08-17T00:05:00,0.0,0.0,250000.0,4994242000000.0,1057967550000000.0,322392560000000.0,11744716000000.0,114399500000.0,181406860000.0,11206362000000.0,4.4030304e-11,850.369,850.369
2025-08-17T00:05:00,0.0,0.0,300000.0,3832391400000.0,381405380000000.0,54439897000000.0,1537117900000.0,9086811000.0,162749000000.0,4706891500000.0,1.2882915e-11,859.10187,859.10187
2025-08-17T00:05:00,0.0,0.0,350000.0,2984288000000.0,141445650000000.0,9603221000000.0,211842530000.0,766135040.0,151758060000.0,1979876100000.0,4.282028e-12,861.1658,861.1658
2025-08-17T00:05:00,0.0,0.0,400000.0,2338059000000.0,53396556000000.0,1745176800000.0,30206247000.0,67347520.0,142583280000.0,844003340000.0,1.5368403e-12,861.66406,861.66406
2025-08-17T00:05:00,0.0,0.0,450000.0,1839379900000.0,20464265000000.0,325541100000.0,4437342000.0,6143779.5,134248505000.0,364509800000.0,5.8006155e-13,861.787,861.787
2025-08-17T00:05:00,0.0,0.0,500000.0,1452349700000.0,7955337400000.0,62252212000.0,670599740.0,580643.75,126542540000.0,159396350000.0,2.27958e-13,861.8179,861.8179
2025-08-17T00:05:00,0.0,0.0,550000.0,1150739300000.0,3135522700000.0,12195017000.0,104176184.0,56796.168,119387010000.0,70548900000.0,9.347627e-14,861.8258,861.8258
2025-08-17T00:05:00,0.0,0.0,600000.0,914841860000.0,1252583400000.0,2445924900.0,16625111.0,5745.41,112732510000.0,31595061000.0,4.0503693e-14,861.8279,861.8279
2025-08-17T00:06:00,0.0,0.0,150000.0,12316145000000.0,1.3019625e+16,2.1655528e+16,1788047000000000.0,43580907000000.0,842726000000.0,10098811000000.0,1.4514756e-09,645.73975,645.73975
2025-08-17T00:06:00,0.0,0.0,200000.0,6883140700000.0,3163463800000000.0,2125183000000000.0,103637910000000.0,1657900500000.0,250289680000.0,22456547000000.0,1.8908886e-10,812.662,812.662
2025-08-17T00:06:00,0.0,0.0,250000.0,4997515000000.0,1058075460000000.0,323079820000000.0,11751202000000.0,114268540000.0,181599520000.0,11200578000000.0,4.4065362e-11,850.3583,850.3583
2025-08-17T00:06:00,0.0,0.0,300000.0,3835013000000.0,381444330000000.0,54554712000000.0,1537908300000.0,9075839000.0,162928050000.0,4704489700000.0,1.28892955e-11,859.0647,859.0647
2025-08-17T00:06:00,0.0,0.0,350000.0,2986318200000.0,141454450000000.0,9622760000000.0,211932900000.0,765121000.0,151926210000.0,1978798000000.0,4.2831637e-12,861.1202,861.1202
2025-08-17T00:06:00,0.0,0.0,400000.0,2339625500000.0,53397382000000.0,1748572400000.0,30215991000.0,67249860.0,142741400000.0,843509200000.0,1.53702e-12,861.61597,861.61597
2025-08-17T00:06:00,0.0,0.0,450000.0,1840589200000.0,20463428000000.0,326143020000.0,4438286300.0,6134032.5,134397240000.0,364279330000.0,5.800702e-13,861.73816,861.73816
2025-08-17T00:06:00,0.0,0.0,500000.0,1453285600000.0,7954589000000.0,62361510000.0,670672200.0,579645.3,126682040000.0,159287720000.0,2.279471e-13,861.76886,861.76886
2025-08-17T00:06:00,0.0,0.0,550000.0,1151465300000.0,3135054800000.0,12215262000.0,104176130.0,56690.832,119518405000.0,70497580000.0,9.346863e-14,861.77673,861.77673
2025-08-17T00:06:00,0.0,0.0,600000.0,915408500000.0,1252334200000.0,2449770800.0,16623358.0,5734.0317,112856150000.0,31570698000.0,4.050065e-14,861.7788,861.7788
2025-08-17T00:07:00,0.0,0.0,150000.0,12317461000000.0,1.3012644e+16,2.1683922e+16,1788446000000000.0,43539946000000.0,842989240000.0,10086657000000.0,1.4526292e-09,645.96515,645.96515
2025-08-17T00:07:00,0.0,0.0,200000.0,6886828000000.0,3163388400000000.0,2129418300000000.0,103686510000000.0,1655975200000.0,250515370000.0,22441796000000.0,1.8928599e-10,812.72736,812.72736
2025-08-17T00:07:00,0.0,0.0,250000.0,5000818000000.0,1058176800000000.0,323769730000000.0,11757669000000.0,114137280000.0,181792960000.0,11194644000000.0,4.4100366e-11,850.34784,850.34784
2025-08-17T00:07:00,0.0,0.0,300000.0,3837636600000.0,381480900000000.0,54669970000000.0,1538699000000.0,9064898000.0,163108180000.0,4702015000000.0,1.2895631e-11,859.0278,859.0278
2025-08-17T00:07:00,0.0,0.0,350000.0,2988356000000.0,141462920000000.0,9642355000000.0,212023700000.0,764112600.0,152095620000.0,1977693400000.0,4.2842934e-12,861.0749,861.0749
2025-08-17T00:07:00,0.0,0.0,400000.0,2341201200000.0,53397667000000.0,1751974400000.0,30225790000.0,67152430.0,142900700000.0,843002100000.0,1.5371853e-12,861.56824,861.56824
2025-08-17T00:07:00,0.0,0.0,450000.0,1841806000000.0,20462541000000.0,326747950000.0,4439264000.0,6124323.5,134546596000.0,364043960000.0,5.8007776e-13,861.68964,861.68964
2025-08-17T00:07:00,0.0,0.0,500000.0,1454227200000.0,7953836400000.0,62471344000.0,670745900.0,578651.3,126822605000.0,159177260000.0,2.2793616e-13,861.7201,861.7201
2025-08-17T00:07:00,0.0,0.0,550000.0,1152196300000.0,3134591000000.0,12235659000.0,104176856.0,56586.273,119650580000.0,70445480000.0,9.346112e-14,861.7279,861.7279
2025-08-17T00:07:00,0.0,0.0,600000.0,915979040000.0,1252082300000.0,2453631500.0,16621760.0,5722.7144,112980525000.0,31545858000.0,4.0497557e-14,861.73,861.73
2025-08-17T00:08:00,0.0,0.0,150000.0,12318638000000.0,1.3005715e+16,2.1712567e+16,1788855800000000.0,43499777000000.0,843236500000.0,10074367000000.0,1.4537964e-09,646.19165,646.19165
2025-08-17T00:08:00,0.0,0.0,200000.0,6890448000000.0,3163329600000000.0,2133685100000000.0,103736660000000.0,1654082900000.0,250736800000.0,22426784000000.0,1.8948514e-10,812.7931,812.7931
2025-08-17T00:08:00,0.0,0.0,250000.0,5004045300000.0,1058283500000000.0,324464780000000.0,11764292000000.0,114008950000.0,181983720000.0,11188558000000.0,4.4135754e-11,850.33765,850.33765
2025-08-17T00:08:00,0.0,0.0,300000.0,3840224000000.0,381519500000000.0,54786083000000.0,1539513400000.0,9054121000.0,163285930000.0,4699487500000.0,1.2902058e-11,858.99097,858.99097
2025-08-17T00:08:00,0.0,0.0,350000.0,2990370700000.0,141471540000000.0,9662097000000.0,212116880000.0,763119900.0,152262840000.0,1976565800000.0,4.2854336e-12,861.0298,861.0298
2025-08-17T00:08:00,0.0,0.0,400000.0,2342755000000.0,53398238000000.0,1755409200000.0,30236050000.0,67056690.0,143057680000.0,842485400000.0,1.5373593e-12,861.5206,861.5206
2025-08-17T00:08:00,0.0,0.0,450000.0,1843005500000.0,20461686000000.0,327356970000.0,4440292000.0,6114768.0,134693980000.0,363803100000.0,5.80086e-13,861.6413,861.6413
2025-08-17T00:08:00,0.0,0.0,500000.0,1455152400000.0,7953080000000.0,62582194000.0,670831000.0,577673.06,126961320000.0,159064980000.0,2.27925e-13,861.6716,861.6716
2025-08-17T00:08:00,0.0,0.0,550000.0,1152916300000.0,3134131500000.0,12256223000.0,104179336.0,56483.188,119780990000.0,70392440000.0,9.345363e-14,861.6793,861.6793
2025-08-17T00:08:00,0.0,0.0,600000.0,916537500000.0,1251834300000.0,2457531000.0,16620351.0,5711.5156,113103250000.0,31520786000.0,4.049448e-14,861.68134,861.68134
2025-08-17T00:09:00,0.0,0.0,150000.0,12319771000000.0,1.2998742e+16,2.1741212e+16,1789255900000000.0,43459410000000.0,843490400000.0,10061938000000.0,1.4549619e-09,646.4193,646.4193
2025-08-17T00:09:00,0.0,0.0,200000.0,6894053000000.0,3163249900000000.0,2137967700000000.0,103786380000000.0,1652195000000.0,250960640000.0,22411467000000.0,1.8968441e-10,812.85925,812.85925
2025-08-17T00:09:00,0.0,0.0,250000.0,5007283000000.0,1058383700000000.0,325162440000000.0,11770937000000.0,113880310000.0,182176020000.0,11182362000000.0,4.4171094e-11,850.32764,850.32764
2025-08-17T00:09:00,0.0,0.0,300000.0,3842812000000.0,381557200000000.0,54902642000000.0,1540324500000.0,9043371000.0,163465670000.0,4696904300000.0,1.2908481e-11,858.95447,858.95447
2025-08-17T00:09:00,0.0,0.0,350000.0,2992386300000.0,141479860000000.0,9681933000000.0,212210470000.0,762129600.0,152431330000.0,1975415600000.0,4.2865685e-12,860.9849,860.9849
2025-08-17T00:09:00,0.0,0.0,400000.0,2344305300000.0,53398875000000.0,1758850200000.0,30246361000.0,66960924.0,143215840000.0,841958900000.0,1.5375351e-12,861.47327,861.47327
2025-08-17T00:09:00,0.0,0.0,450000.0,1844205600000.0,20460857000000.0,327968950000.0,4441327000.0,6105261.0,134843020000.0,363559450000.0,5.80095e-13,861.59314,861.59314
2025-08-17T00:09:00,0.0,0.0,500000.0,1456080800000.0,7952320700000.0,62693347000.0,670915840.0,576697.0,127100854000.0,158950920000.0,2.2791372e-13,861.6232,861.6232
2025-08-17T00:09:00,0.0,0.0,550000.0,1153634100000.0,3133665000000.0,12276869000.0,104181810.0,56380.438,119912650000.0,70338890000.0,9.344593e-14,861.6309,861.6309
2025-08-17T00:09:00,0.0,0.0,600000.0,917097740000.0,1251586000000.0,2461449700.0,16619064.0,5700.4194,113227130000.0,31495365000.0,4.0491404e-14,861.63293,861.63293
2025-08-17T00:10:00,0.0,0.0,150000.0,12320842000000.0,1.2991632e+16,2.1769948e+16,1789674000000000.0,43419682000000.0,843738400000.0,10049337000000.0,1.4561291e-09,646.6479,646.6479
2025-08-17T00:10:00,0.0,0.0,200000.0,6897632000000.0,3163151300000000.0,2142266500000000.0,103837690000000.0,1650333800000.0,251183150000.0,22395810000000.0,1.8988403e-10,812.9256,812.9256
2025-08-17T00:10:00,0.0,0.0,250000.0,5010502500000.0,1058477640000000.0,325861520000000.0,11777652000000.0,113753740000.0,182367760000.0,11175953000000.0,4.420633e-11,850.31775,850.31775
2025-08-17T00:10:00,0.0,0.0,300000.0,3845394300000.0,381592640000000.0,55019650000000.0,1541148000000.0,9032773000.0,163644010000.0,4694250000000.0,1.2914864e-11,858.91797,858.91797
2025-08-17T00:10:00,0.0,0.0,350000.0,2994386000000.0,141487880000000.0,9701847000000.0,212305670000.0,761150800.0,152599380000.0,1974235300000.0,4.2876995e-12,860.94006,860.94006
2025-08-17T00:10:00,0.0,0.0,400000.0,2345851400000.0,53399010000000.0,1762311500000.0,30256673000.0,66866190.0,143373600000.0,841418200000.0,1.5376982e-12,861.4259,861.4259
2025-08-17T00:10:00,0.0,0.0,450000.0,1845395200000.0,20459830000000.0,328583940000.0,4442395600.0,6095838.0,134990905000.0,363309630000.0,5.800988e-13,861.54504,861.54504
2025-08-17T00:10:00,0.0,0.0,500000.0,1457001100000.0,7951483400000.0,62805045000.0,671005760.0,575730.6,127240300000.0,158834440000.0,2.2790035e-13,861.57495,861.57495
2025-08-17T00:10:00,0.0,0.0,550000.0,1154350000000.0,3133180200000.0,12297642000.0,104184650.0,56278.67,120043500000.0,70284130000.0,9.343772e-14,861.5826,861.5826
2025-08-17T00:10:00,0.0,0.0,600000.0,917654730000.0,1251325500000.0,2465393700.0,16617837.0,5689.3813,113350490000.0,31469408000.0,4.0487965e-14,861.58453,861.58453
2025-08-17T00:11:00,0.0,0.0,150000.0,12321847000000.0,1.2984522e+16,2.1798862e+16,1790096700000000.0,43380105000000.0,843981400000.0,10036617000000.0,1.4573047e-09,646.8775,646.8775
2025-08-17T00:11:00,0.0,0.0,200000.0,6901186000000.0,3163056300000000.0,2146589900000000.0,103889400000000.0,1648484000000.0,251404200000.0,22379802000000.0,1.9008489e-10,812.9922,812.9922
2025-08-17T00:11:00,0.0,0.0,250000.0,5013706000000.0,1058577230000000.0,326565930000000.0,11784507000000.0,113627775000.0,182558950000.0,11169438000000.0,4.4241968e-11,850.3078,850.3078
2025-08-17T00:11:00,0.0,0.0,300000.0,3847949400000.0,381625800000000.0,55137343000000.0,1541986700000.0,9022240000.0,163822170000.0,4691542000000.0,1.2921219e-11,858.8814,858.8814
2025-08-17T00:11:00,0.0,0.0,350000.0,2996370000000.0,141495050000000.0,9721913000000.0,212402620000.0,760182100.0,152766700000.0,1973032500000.0,4.2888137e-12,860.89514,860.89514
2025-08-17T00:11:00,0.0,0.0,400000.0,2347386000000.0,53399220000000.0,1765796900000.0,30267517000.0,66772756.0,143530950000.0,840871250000.0,1.5378642e-12,861.3784,861.3784
2025-08-17T00:11:00,0.0,0.0,450000.0,1846575800000.0,20458833000000.0,329202600000.0,4443500000.0,6086477.0,135138650000.0,363055740000.0,5.8010335e-13,861.4969,861.4969
2025-08-17T00:11:00,0.0,0.0,500000.0,1457916700000.0,7950689000000.0,62917554000.0,671102340.0,574770.5,127379090000.0,158716230000.0,2.2788805e-13,861.52655,861.52655
2025-08-17T00:11:00,0.0,0.0,550000.0,1155060300000.0,3132700200000.0,12318545000.0,104188710.0,56177.426,120174250000.0,70228470000.0,9.3429584e-14,861.5341,861.5341
2025-08-17T00:11:00,0.0,0.0,600000.0,918208840000.0,1251069400000.0,2469358000.0,16616807.0,5678.4316,113473500000.0,31443110000.0,4.0484617e-14,861.5361,861.5361
2025-08-17T00:12:00,0.0,0.0,150000.0,12322793000000.0,1.297727e+16,2.1827702e+16,1790510700000000.0,43340502000000.0,844218400000.0,10023727000000.0,1.4584727e-09,647.1081,647.1081
2025-08-17T00:12:00,0.0,0.0,200000.0,6904699000000.0,3162928300000000.0,2150913300000000.0,103940710000000.0,1646642100000.0,251624340000.0,22363538000000.0,1.9028486e-10,813.05914,813.05914
2025-08-17T00:12:00,0.0,0.0,250000.0,5016882000000.0,1058670050000000.0,327273020000000.0,11791343000000.0,113503020000.0,182749150000.0,11162772000000.0,4.4277547e-11,850.29803,850.29803
2025-08-17T00:12:00,0.0,0.0,300000.0,3850491700000.0,381659420000000.0,55255283000000.0,1542823100000.0,9011805000.0,163999510000.0,4688752700000.0,1.2927594e-11,858.845,858.845
2025-08-17T00:12:00,0.0,0.0,350000.0,2998343800000.0,141501860000000.0,9741985000000.0,212499170000.0,759214600.0,152933240000.0,1971795500000.0,4.289918e-12,860.8504,860.8504
2025-08-17T00:12:00,0.0,0.0,400000.0,2348903600000.0,53399094000000.0,1769292200000.0,30278185000.0,66679310.0,143687290000.0,840307970000.0,1.5380213e-12,861.3312,861.3312
2025-08-17T00:12:00,0.0,0.0,450000.0,1847749800000.0,20457710000000.0,329823100000.0,4444612600.0,6077164.5,135285690000.0,362797660000.0,5.8010443e-13,861.4489,861.4489
2025-08-17T00:12:00,0.0,0.0,500000.0,1458827400000.0,7949845000000.0,63030510000.0,671198800.0,573816.3,127517245000.0,158596190000.0,2.2787436e-13,861.47833,861.47833
2025-08-17T00:12:00,0.0,0.0,550000.0,1155764200000.0,3132200600000.0,12339508000.0,104192960.0,56076.89,120304360000.0,70172020000.0,9.342086e-14,861.48584,861.48584
2025-08-17T00:12:00,0.0,0.0,600000.0,918754400000.0,1250805400000.0,2473338600.0,16615711.0,5667.524,113596146000.0,31416394000.0,4.0481e-14,861.4878,861.4878
2025-08-17T00:13:00,0.0,0.0,150000.0,12323673000000.0,1.2970076e+16,2.1856715e+16,1790935600000000.0,43301374000000.0,844455540000.0,10010660000000.0,1.4596508e-09,647.33966,647.33966
2025-08-17T00:13:00,0.0,0.0,200000.0,6908186000000.0,3162817100000000.0,2155269200000000.0,103992800000000.0,1644817500000.0,251844970000.0,22346883000000.0,1.904868e-10,813.1263,813.1263
2025-08-17T00:13:00,0.0,0.0,250000.0,5020041300000.0,1058760800000000.0,327982960000000.0,11798251000000.0,113379710000.0,182939530000.0,11155891000000.0,4.4313202e-11,850.2882,850.2882
2025-08-17T00:13:00,0.0,0.0,300000.0,3853028400000.0,381692270000000.0,55373893000000.0,1543671500000.0,9001452000.0,164177640000.0,4685900500000.0,1.29339785e-11,858.8085,858.8085
2025-08-17T00:13:00,0.0,0.0,350000.0,3000308000000.0,141508920000000.0,9762190000000.0,212597820000.0,758259840.0,153100220000.0,1970532500000.0,4.2910345e-12,860.8056,860.8056
2025-08-17T00:13:00,0.0,0.0,400000.0,2350421600000.0,53399257000000.0,1772801200000.0,30289150000.0,66586764.0,143844600000.0,839732000000.0,1.5381864e-12,861.2839,861.2839
2025-08-17T00:13:00,0.0,0.0,450000.0,1848921200000.0,20456620000000.0,330447260000.0,4445742000.0,6067925.0,135433400000.0,362531980000.0,5.801064e-13,861.4009,861.4009
2025-08-17T00:13:00,0.0,0.0,500000.0,1459730300000.0,7949029000000.0,63143780000.0,671299100.0,572869.06,127656000000.0,158472850000.0,2.278613e-13,861.4301,861.4301
2025-08-17T00:13:00,0.0,0.0,550000.0,1156466300000.0,3131724000000.0,12360575000.0,104197610.0,55976.86,120434830000.0,70114360000.0,9.341273e-14,861.43756,861.43756
2025-08-17T00:13:00,0.0,0.0,600000.0,919302050000.0,1250550700000.0,2477339400.0,16614773.0,5656.7017,113718680000.0,31389150000.0,4.0477624e-14,861.43945,861.43945
2025-08-17T00:14:00,0.0,0.0,150000.0,12324419000000.0,1.2962796e+16,2.1885657e+16,1791351400000000.0,43262224000000.0,844686900000.0,9997497000000.0,1.460823e-09,647.5721,647.5721
2025-08-17T00:14:00,0.0,0.0,200000.0,6911622600000.0,3162700000000000.0,2159625900000000.0,104044920000000.0,1643004300000.0,252064860000.0,22330017000000.0,1.9068865e-10,813.19336,813.19336
